cda00a001219r,cda00a001319r,cda00a001s19r,cda00ar01219r,cda00ar01319r,cda00ar01s19r,CAMPUSID
47,20,80,54,22,82,226905101
-1,-1,-1,-1,-1,-1,226905195
-1,-1,-1,,,,226905202
82,34,96,85,24,94,226906001
55,0,64,40,0,40,226906002
72,39,94,73,47,93,226906041
69,38,94,69,38,97,226906101
50,16,76,48,9,66,226907001
13,0,25,0,0,22,226907002
,,,,,,226907005
32,12,70,29,10,65,226907041
30,13,61,26,10,59,226907101
49,15,80,55,12,75,226908001
47,26,84,47,26,82,226908101
,,,,,,227506001
3,0,29,4,0,22,227622002
4,0,16,2,0,10,227622004
17,0,33,21,0,34,227622005
6,1,26,8,0,24,227622006
5,0,16,4,0,11,227622008
4,0,35,11,0,32,227622009
26,7,60,28,7,57,227803001
54,27,80,53,27,82,227803101
37,16,74,33,13,74,227803102
24,10,58,26,12,63,227803103
62,33,88,60,30,86,227804101
56,39,80,63,46,78,227804102
40,14,68,38,13,65,227805041
,,,,,,227806005
,,,,,,227806009
,,,,,,227806015
-1,-1,-1,-1,-1,-1,227806017
,,,,,,227806023
,,,,,,227806024
0,0,27,0,0,18,227806025
,,,,,,227806029
,,,,,,227806030
60,37,92,57,33,95,227806031
,,,,,,227806032
,,,,,,227806034
,,,,,,227806037
-1,-1,-1,-1,-1,-1,227806040
,,,,,,227806041
30,5,55,33,0,56,227806043
,,,,,,227806044
,,,,,,227806045
-1,-1,-1,-1,-1,-1,227806046
,,,,,,227806049
,,,,,,227806051
,,,,,,227806052
77,41,96,77,40,97,227814001
33,13,63,34,16,65,227816001
53,23,80,52,19,75,227816002
51,26,82,51,26,80,227816003
62,33,85,60,29,85,227816004
38,18,68,37,22,64,227816005
58,35,84,57,33,85,227816006
46,17,77,43,12,69,227816101
56,25,81,57,16,82,227817001
37,14,80,35,17,80,227817101
53,29,86,58,35,91,227819101
64,25,80,55,11,71,227820001
55,17,76,49,7,67,227820002
68,24,85,63,13,78,227820013
59,18,80,56,9,74,227820014
49,12,72,43,6,63,227820015
49,13,71,43,6,59,227820016
61,18,84,64,12,79,227820017
51,13,74,50,7,67,227820020
35,5,63,40,4,60,227820030
51,26,84,50,25,82,227820041
49,23,81,43,20,79,227820042
47,22,78,44,23,75,227820043
43,20,74,39,17,72,227820044
58,31,87,63,34,90,227820050
54,28,83,51,25,83,227820051
58,30,87,58,32,90,227820052
42,18,75,41,19,74,227820053
50,27,81,49,28,79,227820054
45,19,81,42,19,80,227820055
64,35,89,59,30,85,227820056
37,16,73,44,21,78,227820057
36,14,69,43,19,76,227820058
56,31,83,57,31,84,227820059
37,16,77,36,18,74,227820060
36,18,69,36,16,64,227820061
34,15,65,33,15,63,227820071
30,10,67,30,11,69,227820072
29,10,66,21,8,59,227820073
36,15,70,39,18,72,227820081
37,18,69,37,18,67,227820082
49,22,82,46,21,78,227820083
36,18,70,33,17,70,227820101
39,22,63,37,20,62,227820102
43,18,74,36,15,68,227820103
37,16,69,33,14,67,227820104
67,45,93,66,43,93,227820205
38,17,70,44,22,78,227820206
67,40,91,67,38,92,227820207
55,33,83,57,36,84,227820209
35,16,70,37,18,71,227820211
52,26,87,59,32,94,227820212
37,18,71,34,17,67,227820213
32,14,64,30,13,63,227820214
75,55,94,69,54,93,227820215
19,9,47,25,15,52,227820301
22,9,45,21,10,42,227820302
38,17,71,41,19,72,227820303
23,11,53,28,17,59,227820401
19,8,48,23,10,54,227820402
42,21,75,56,34,85,227821101
35,13,70,35,13,71,227824001
32,9,62,33,7,57,227824002
37,15,76,39,17,83,227824003
30,11,71,38,13,71,227824004
31,12,66,28,11,66,227825001
34,9,59,32,4,54,227825003
42,18,77,45,23,78,227826101
25,2,54,27,0,51,227827001
20,0,80,-1,-1,-1,227827002
36,9,64,40,0,80,227827003
19,3,68,19,0,43,227828001
,,,,,,227828002
52,26,83,61,34,88,227829001
72,33,88,74,23,84,227901002
45,11,71,34,2,56,227901004
78,39,90,74,24,85,227901005
44,8,68,35,1,54,227901006
41,9,65,31,1,49,227901007
52,12,72,44,2,60,227901008
78,36,89,71,23,83,227901009
87,48,95,85,32,93,227901013
35,6,61,24,2,43,227901014
58,27,82,20,5,45,227901015
57,11,78,53,1,68,227901017
100,84,100,100,73,100,227901018
45,10,73,33,1,57,227901019
14,0,47,11,0,34,227901025
22,2,65,14,0,41,227901026
,,,,,,227901027
77,40,96,84,45,97,227901028
30,10,57,4,0,35,227901029
-1,-1,-1,-1,-1,-1,227901030
,,,,,,227901032
-1,-1,-1,-1,-1,-1,227901035
50,28,72,53,33,74,227901043
76,56,88,77,61,88,227901044
68,39,88,70,43,88,227901045
22,7,54,19,6,51,227901046
55,28,81,56,34,81,227901047
25,8,54,24,8,50,227901051
57,29,84,62,36,85,227901052
22,7,50,20,7,43,227901053
33,11,67,31,12,65,227901054
27,9,56,28,9,53,227901055
39,14,73,41,21,72,227901057
16,5,43,17,6,45,227901058
55,27,82,55,31,80,227901059
60,33,84,64,41,85,227901060
29,11,61,31,13,63,227901061
80,49,95,77,51,94,227901062
31,11,62,29,11,59,227901064
26,8,60,29,10,63,227901065
38,14,75,32,11,76,227901101
23,9,59,17,6,58,227901102
67,41,91,70,45,93,227901103
58,38,85,65,46,91,227901104
41,23,77,45,27,88,227901105
53,30,72,51,33,72,227901106
69,47,89,71,49,92,227901107
42,23,80,34,18,78,227901108
30,17,64,23,12,57,227901109
72,47,92,76,55,92,227901110
38,22,67,41,28,69,227901111
76,51,95,82,59,97,227901112
42,19,69,45,20,71,227901113
44,21,76,41,17,74,227901114
26,10,65,23,7,66,227901116
73,45,92,74,48,93,227901117
24,8,65,22,8,65,227901118
69,45,91,71,49,93,227901119
42,16,70,42,17,67,227901120
70,48,89,76,58,92,227901121
56,32,80,58,36,84,227901122
67,40,89,70,45,91,227901123
32,14,64,37,15,69,227901124
28,8,57,29,8,59,227901125
43,17,83,41,17,84,227901126
34,13,70,34,11,71,227901127
56,35,83,62,39,85,227901128
34,19,64,34,20,63,227901129
34,16,71,36,20,72,227901130
57,25,91,60,25,95,227901132
54,28,83,60,35,85,227901133
38,19,77,35,18,77,227901136
54,30,81,58,34,85,227901138
33,18,69,26,15,69,227901139
45,29,73,44,32,72,227901140
26,11,65,27,10,65,227901141
54,32,80,59,38,81,227901143
45,21,81,42,16,82,227901144
47,25,80,44,21,78,227901145
65,40,91,73,50,95,227901146
40,22,73,43,24,76,227901147
50,30,77,55,35,83,227901148
20,9,56,20,9,56,227901149
50,22,76,39,14,70,227901150
41,21,69,39,19,69,227901151
29,14,61,24,12,58,227901152
77,51,92,81,57,95,227901154
72,49,92,74,52,93,227901155
32,14,70,31,16,71,227901156
36,16,72,38,19,76,227901157
44,25,70,50,31,74,227901158
71,37,94,69,36,96,227901159
41,15,72,38,13,75,227901160
43,22,79,48,25,80,227901161
27,8,64,24,5,63,227901162
45,22,79,46,23,80,227901163
38,16,71,41,14,75,227901164
45,19,84,41,18,85,227901165
37,15,70,37,15,75,227901166
28,12,65,28,10,68,227901168
56,34,83,57,36,85,227901170
35,17,72,34,16,75,227901171
45,23,69,44,23,71,227901172
38,19,69,39,19,71,227901173
35,14,71,30,12,74,227901174
42,10,73,42,12,79,227901175
39,16,74,41,20,74,227901176
39,13,73,33,8,71,227901178
52,33,77,54,39,80,227901179
82,56,97,87,61,99,227901180
76,50,94,79,55,96,227901181
68,40,92,71,46,95,227901182
61,38,84,63,43,85,227901183
78,53,94,81,57,96,227901184
57,29,90,55,27,90,227901185
53,24,80,51,22,80,227901186
63,38,89,68,43,91,227901187
47,20,78,39,15,74,227901188
38,17,73,37,16,72,227901189
38,18,68,41,18,72,227901190
28,11,62,21,7,61,227901193
,,,,,,227901250
87,13,87,83,17,83,227901251
62,23,81,54,11,72,227904001
45,14,70,41,6,61,227904003
74,35,88,65,17,80,227904004
60,22,79,55,10,71,227904005
,,,,,,227904008
40,18,70,42,21,71,227904041
33,13,68,37,16,67,227904042
55,27,84,55,29,83,227904043
30,11,63,31,12,62,227904045
64,37,89,65,39,89,227904046
56,28,84,54,28,82,227904048
54,29,84,58,29,86,227904101
52,27,85,58,32,88,227904102
32,14,61,37,18,68,227904103
29,14,63,32,17,67,227904104
29,12,64,29,11,63,227904105
49,28,82,51,31,85,227904106
43,21,75,41,17,76,227904107
41,21,75,40,21,82,227904108
38,17,74,40,19,78,227904109
43,22,76,45,27,80,227904111
73,49,93,73,51,94,227904112
49,26,78,49,27,77,227904114
71,43,93,69,42,95,227904115
66,39,89,66,42,89,227904116
48,25,76,52,27,78,227904117
61,33,87,64,36,89,227904118
46,21,81,41,19,76,227904119
45,23,77,47,25,78,227904120
55,30,84,59,37,87,227904121
36,3,51,42,2,53,227905001
16,4,32,12,2,21,227906001
36,8,63,31,3,52,227907001
5,1,30,5,0,18,227907002
63,21,84,54,6,75,227907004
23,7,58,26,10,61,227907041
29,10,64,35,16,67,227907042
40,18,72,44,23,74,227907043
31,14,65,31,12,66,227907101
50,27,74,50,24,73,227907102
37,14,71,28,9,63,227907104
45,23,78,47,25,78,227907105
33,14,67,31,15,67,227907106
37,16,67,31,12,66,227907107
48,26,76,53,31,80,227907108
45,21,74,46,23,74,227907109
50,27,82,44,21,77,227907111
93,56,98,92,38,97,227909001
83,58,96,83,61,96,227909041
80,54,95,82,58,95,227909042
67,44,92,71,48,94,227909101
79,52,95,80,55,96,227909102
63,38,89,66,44,93,227909103
85,63,98,90,68,99,227909104
78,56,95,76,58,95,227909105
74,48,95,78,53,97,227909106
41,11,68,32,3,55,227910001
8,0,37,6,0,22,227910002
32,11,65,32,13,64,227910041
27,9,59,28,11,57,227910042
28,9,60,29,12,59,227910043
25,12,57,27,13,59,227910101
41,22,71,37,15,66,227910106
28,13,64,29,13,63,227910107
27,10,64,21,7,61,227910108
25,10,57,25,11,57,227910109
29,12,63,29,15,68,227910110
28,11,62,32,15,69,227910111
29,13,63,30,12,66,227910112
28,13,57,28,10,60,227910113
72,19,89,68,6,82,227912001
52,20,84,56,28,85,227912041
61,37,91,64,42,92,227912101
59,32,85,63,37,90,227912102
81,41,92,80,28,89,227913001
69,42,91,65,40,89,227913041
73,45,92,73,46,90,227913042
49,28,79,48,28,82,227913101
75,50,93,77,54,94,227913102
69,44,90,70,48,92,227913103
79,53,95,77,53,95,227913104
67,42,91,67,44,94,227913105
65,41,90,70,51,93,227913106
50,21,77,46,16,71,228901001
51,21,82,49,25,80,228901102
36,9,72,29,2,60,228903001
24,8,55,28,10,54,228903041
32,15,62,29,13,62,228903103
54,21,83,54,21,80,228904001
37,7,66,42,7,61,228905001
40,15,74,46,23,75,228905101
53,18,81,60,18,83,229901001
42,21,73,38,22,70,229901101
60,22,83,62,17,77,229903001
32,13,65,28,16,64,229903041
34,15,66,35,14,65,229903103
49,15,76,44,5,65,229904001
42,17,77,41,20,76,229904041
38,18,75,43,17,81,229904101
42,18,77,48,19,79,229904103
34,10,73,37,10,71,229905001
19,8,60,15,7,68,229905101
33,10,71,35,17,69,229906001
28,10,67,30,13,77,229906101
52,17,80,45,5,67,230901001
42,19,77,41,24,77,230901041
49,27,82,50,28,84,230901101
56,22,79,48,8,69,230902002
45,20,76,43,19,75,230902041
38,19,64,37,20,65,230902102
43,22,75,38,20,70,230902103
72,25,89,66,15,83,230903001
32,12,73,37,18,74,230903041
43,22,79,41,22,80,230903102
37,9,73,47,13,74,230904001
26,9,69,29,11,72,230904101
61,24,84,69,16,83,230905001
41,15,79,49,22,81,230905041
46,25,86,34,17,80,230905101
56,28,87,53,22,90,230905102
59,19,83,48,8,70,230906001
41,17,79,44,23,80,230906041
62,36,89,65,41,90,230906102
81,39,96,75,20,92,230908001
56,26,87,59,33,91,230908041
54,26,87,54,28,89,230908101
46,10,73,41,3,63,231901001
35,11,73,34,11,69,231901041
29,11,61,32,10,68,231901102
42,8,75,40,5,67,231902001
45,21,81,42,18,84,231902102
67,38,91,69,40,92,232901001
42,8,76,39,1,67,232902001
28,6,63,36,8,62,232902041
23,6,62,27,8,73,232902101
36,7,67,34,4,55,232903001
26,10,59,33,17,67,232903044
24,9,58,24,11,61,232903103
17,5,54,15,5,52,232903108
31,13,66,31,13,63,232903110
47,21,74,49,23,74,232904001
45,14,74,36,2,62,233901001
21,5,59,8,0,43,233901004
80,32,95,74,8,88,233901005
38,16,69,44,19,73,233901043
35,17,68,34,19,67,233901102
31,13,61,33,15,65,233901103
42,20,75,33,15,66,233901104
44,22,77,38,18,78,233901106
47,23,77,46,23,75,233901110
36,14,72,33,15,69,233901111
27,13,66,26,13,71,233901112
37,17,73,40,22,77,233901113
68,32,91,78,38,98,233901114
55,32,82,60,35,83,233903001
20,1,43,21,0,37,234801001
72,31,89,61,15,82,234902001
59,27,85,59,32,82,234902041
53,28,85,53,30,87,234902102
63,23,84,60,10,77,234903001
55,24,86,49,27,82,234903041
55,27,86,61,35,91,234903042
53,12,79,47,5,68,234904001
,,,,,,234904002
37,11,70,39,17,67,234904041
37,16,73,38,18,78,234904102
61,24,89,61,19,88,234905001
52,26,83,53,31,89,234905101
54,14,81,52,8,71,234906001
47,23,77,51,30,79,234906041
36,19,71,30,16,64,234906103
52,28,82,48,27,81,234906104
50,14,75,39,6,60,234907002
36,15,74,34,15,73,234907041
44,18,75,46,22,75,234907042
35,16,67,36,17,68,234907101
65,28,86,61,7,74,234909001
35,13,70,41,18,70,234909041
33,11,65,28,16,61,234909101
31,9,63,31,3,51,235901001
24,10,55,27,15,55,235901041
23,10,52,20,11,50,235901101
29,9,57,23,4,42,235902006
14,0,29,-1,-1,-1,235902008
44,13,70,37,4,57,235902013
47,14,70,39,2,57,235902014
23,8,59,23,10,57,235902041
28,9,59,28,11,58,235902042
40,18,73,38,19,72,235902043
44,19,74,45,22,73,235902044
49,27,79,51,29,84,235902101
29,13,63,32,14,65,235902102
23,10,58,29,13,63,235902103
36,15,69,36,13,68,235902104
34,16,66,34,13,66,235902105
28,12,60,28,11,61,235902106
26,10,52,28,12,57,235902108
31,14,67,36,15,68,235902110
25,9,55,25,11,62,235902111
26,11,58,24,10,61,235902112
61,37,92,62,39,93,235902114
33,12,68,42,16,80,235902115
50,30,82,47,30,79,235902117
40,20,73,42,22,76,235902118
33,16,68,35,18,75,235902123
26,11,63,26,11,67,235902125
40,19,75,42,24,77,235902126
56,31,81,53,29,83,235904101
6,2,22,6,0,16,236801001
57,27,90,63,35,94,236802101
51,14,80,46,7,71,236901002
49,24,79,45,25,76,236901042
53,28,83,63,35,90,236901101
59,36,90,55,35,90,236901102
32,10,59,29,4,48,236902002
61,19,86,67,10,86,236902008
24,10,58,25,11,56,236902041
36,14,67,37,18,69,236902042
43,17,83,59,31,89,236902048
24,9,55,23,8,54,236902101
27,10,54,27,11,57,236902103
34,16,64,32,16,65,236902104
33,16,61,33,16,61,236902106
36,17,69,49,28,82,236902108
34,9,65,24,1,50,237902001
-1,-1,-1,-1,-1,-1,237902004
25,10,59,25,10,58,237902041
20,8,45,19,8,42,237902101
58,19,81,49,7,69,237904002
48,22,79,45,23,77,237904041
50,21,81,46,20,77,237904043
45,24,81,42,23,79,237904101
41,21,74,39,20,73,237904102
43,23,77,40,22,78,237904104
54,29,85,51,25,84,237904106
59,31,88,54,27,89,237904107
36,9,65,28,3,50,237905002
26,7,58,28,8,54,237905041
33,14,65,32,14,65,237905105
26,4,58,24,0,48,238902001
0,0,38,0,0,9,238902002
34,10,71,38,16,76,238902041
23,9,57,23,8,58,238902107
39,23,77,32,20,71,238902108
23,7,57,25,7,60,238904001
53,20,75,47,10,64,239901001
52,29,82,45,24,76,239901041
51,23,77,50,26,78,239901042
43,27,73,43,27,69,239901101
32,16,69,34,17,71,239901102
45,22,76,43,23,76,239901103
46,15,80,43,14,77,239903001
49,22,83,49,26,83,239903101
15,5,45,5,0,29,240801001
13,3,47,3,0,16,240801002
41,12,72,26,2,51,240901001
46,14,78,33,3,62,240901002
36,9,71,27,2,53,240901003
93,41,99,90,15,99,240901008
40,14,74,37,16,70,240901041
43,18,74,36,16,68,240901042
39,16,68,34,15,61,240901043
45,20,76,40,18,71,240901044
66,42,85,67,42,87,240901101
41,19,77,43,22,80,240901102
50,22,87,48,21,91,240901104
40,21,73,41,22,75,240901105
72,41,97,70,43,95,240901106
59,30,87,60,30,90,240901107
69,37,92,64,34,95,240901108
52,27,85,51,26,88,240901109
42,17,79,38,18,77,240901110
63,34,91,60,33,89,240901111
62,33,91,60,30,93,240901112
56,24,87,49,20,86,240901115
63,32,94,56,31,95,240901116
58,28,90,51,23,90,240901119
53,27,88,50,24,90,240901120
61,25,94,57,24,94,240901121
81,49,97,81,53,97,240901122
71,40,92,69,38,93,240901123
55,25,89,52,25,90,240901124
48,25,83,43,21,85,240901125
66,22,88,58,8,79,240903001
54,20,81,43,4,68,240903002
68,26,87,60,13,78,240903003
47,12,77,40,5,63,240903009
65,36,90,61,36,89,240903041
49,22,80,44,20,75,240903043
45,19,79,40,19,72,240903044
55,27,85,47,25,79,240903045
48,23,80,43,22,76,240903046
50,22,81,39,17,74,240903047
66,36,90,62,35,88,240903048
52,21,83,48,22,81,240903053
43,18,77,37,18,72,240903054
48,19,78,36,15,69,240903055
52,29,84,49,29,86,240903103
57,30,85,53,32,83,240903105
47,24,79,42,19,76,240903107
53,26,82,52,26,82,240903109
70,44,94,66,44,94,240903110
47,23,79,43,20,78,240903111
50,24,82,52,28,84,240903112
52,29,85,48,29,85,240903114
49,26,78,46,25,77,240903115
68,41,92,65,41,92,240903116
68,40,88,66,40,87,240903117
45,20,77,40,17,77,240903118
43,19,76,38,17,74,240903119
58,34,88,55,34,89,240903120
59,35,87,53,32,89,240903121
69,39,93,66,38,94,240903122
43,19,77,39,20,73,240903123
52,26,85,46,21,83,240903124
55,27,89,49,24,89,240903125
53,26,84,50,27,84,240903126
46,22,79,39,19,79,240903127
55,28,86,53,27,86,240903128
51,27,84,46,23,81,240903129
61,34,90,54,30,88,240903130
61,32,90,59,33,93,240903131
47,23,81,38,18,75,240903132
45,23,80,40,21,79,240903133
62,30,90,54,22,88,240903134
70,40,93,67,39,93,240903135
45,8,71,50,2,68,240904001
28,14,62,32,16,61,240904041
46,23,75,50,24,76,240904102
57,15,87,55,11,81,241901001
45,18,79,41,17,73,241901041
39,18,81,36,19,78,241901101
74,26,91,68,13,86,241902001
63,28,90,60,34,89,241902041
53,25,90,47,24,85,241902101
48,15,76,41,9,65,241903001
34,14,66,32,15,64,241903041
54,31,83,47,27,81,241903102
46,24,80,41,19,77,241903103
35,9,64,32,5,55,241904001
36,13,66,37,14,67,241904042
27,11,58,27,10,57,241904106
46,12,76,46,8,67,241906001
36,17,77,42,24,76,241906041
39,18,78,41,27,80,241906101
30,6,65,20,0,51,242902001
40,17,75,39,18,71,242902041
33,17,73,42,19,79,242902101
47,19,83,48,18,82,242903001
52,26,81,43,16,84,242905001
66,28,93,76,31,96,242906001
47,20,71,33,4,56,243901001
14,0,43,-1,-1,-1,243901002
,,,,,,243901003
36,14,70,38,20,70,243901041
39,19,72,39,19,74,243901101
45,21,76,44,18,73,243901103
64,29,88,67,29,85,243902001
31,14,66,28,16,66,243902101
64,25,84,59,12,76,243903001
53,23,85,53,26,84,243903041
51,26,82,51,25,86,243903101
38,11,67,30,4,50,243905001
61,23,81,56,10,73,243905002
48,16,75,43,5,63,243905004
,,,,,,243905009
38,17,69,35,17,65,243905046
52,24,80,51,26,80,243905047
24,10,54,29,15,59,243905048
22,9,58,17,5,55,243905105
35,18,67,39,21,69,243905107
37,18,73,32,17,73,243905108
51,26,81,55,29,80,243905109
51,26,80,55,31,87,243905111
40,20,70,45,29,74,243905112
32,10,58,32,12,61,243905114
55,29,81,54,31,81,243905118
33,13,68,37,18,73,243905119
33,17,66,32,17,67,243905121
64,36,91,70,39,95,243905123
20,8,52,14,4,46,243905125
58,32,86,61,38,90,243905126
28,12,67,28,14,65,243905128
36,19,64,31,14,60,243905129
22,9,58,19,9,54,243905131
45,15,77,46,15,73,243906001
34,14,72,35,15,73,243906101
45,14,78,45,13,79,244901001
40,13,68,37,5,58,244903001
,,,,,,244903002
27,9,63,28,13,59,244903041
25,9,64,27,11,66,244903104
50,16,83,52,16,84,244905001
37,10,78,35,8,65,245901001
32,12,71,42,17,78,245901101
47,12,77,45,5,66,245902001
37,14,77,40,18,77,245902041
42,20,78,39,18,78,245902106
44,11,72,31,2,58,245903001
10,1,54,10,0,40,245903004
40,15,76,40,18,75,245903041
53,28,89,54,28,90,245903102
37,18,73,40,21,73,245903105
49,12,78,34,1,56,245904002
42,12,83,42,15,77,245904041
47,23,84,45,22,84,245904101
66,37,91,70,40,91,246801001
41,15,73,43,20,77,246802001
38,9,65,35,4,54,246902001
,,,,,,246902002
36,12,68,36,14,70,246902041
38,16,68,41,19,69,246902101
60,13,77,62,3,75,246904001
34,7,74,23,0,58,246904002
,,,,,,246904003
52,10,72,53,1,66,246904004
52,23,80,53,30,81,246904040
26,9,59,32,14,63,246904041
36,15,70,42,21,71,246904042
27,9,62,33,15,65,246904045
22,9,56,25,10,61,246904101
33,14,67,34,20,71,246904102
30,17,60,33,18,63,246904103
30,14,63,34,17,67,246904104
45,20,76,45,24,78,246904105
53,25,81,56,30,84,246904106
48,26,78,50,28,80,246904107
56,31,85,58,35,89,246904109
30,12,63,34,13,66,246904110
,,,,,,246904197
,,,,,,246904199
43,18,74,47,19,75,246905001
60,21,81,56,11,73,246906001
46,21,78,44,23,76,246906041
47,20,81,51,26,83,246906042
42,19,77,35,14,77,246906101
45,24,77,43,24,80,246906103
41,22,78,43,25,81,246906104
45,24,77,47,24,79,246906106
46,21,83,47,22,86,246906107
41,21,73,41,19,75,246906121
47,12,77,40,5,67,246907001
,,,,,,246907002
32,10,67,37,15,68,246907041
32,16,66,30,16,64,246907201
69,23,87,68,7,83,246908001
69,37,90,71,44,91,246908041
53,25,81,55,28,77,246908101
61,30,88,59,32,85,246908102
49,28,78,54,31,82,246908103
61,33,85,63,38,85,246908104
78,40,91,75,25,86,246909001
83,52,92,81,37,89,246909003
68,33,84,68,22,81,246909004
55,21,76,52,10,70,246909007
66,30,85,62,15,80,246909008
15,5,47,10,0,31,246909011
87,44,98,93,23,99,246909015
36,14,71,36,16,68,246909041
61,37,83,61,41,82,246909042
56,31,82,51,31,80,246909043
85,65,96,84,63,95,246909044
54,28,79,55,34,78,246909045
61,34,86,59,36,84,246909046
77,55,93,73,49,92,246909047
69,42,91,65,41,90,246909051
83,61,96,80,57,95,246909052
40,16,70,40,20,71,246909053
74,52,90,73,50,90,246909054
40,19,77,38,19,78,246909101
83,63,95,82,65,95,246909105
34,13,62,37,16,64,246909106
54,30,81,57,35,85,246909107
37,16,70,37,15,74,246909108
42,21,73,42,18,69,246909109
79,55,94,78,54,96,246909110
38,17,71,40,15,71,246909111
60,39,84,60,42,87,246909113
66,40,84,64,43,85,246909114
35,21,67,38,21,71,246909115
87,70,98,87,72,98,246909116
56,32,79,59,37,83,246909117
29,11,64,30,11,64,246909118
59,32,84,59,36,86,246909119
44,22,74,45,22,78,246909120
45,22,75,47,26,77,246909121
58,31,87,60,34,87,246909122
74,49,91,75,53,93,246909123
55,29,81,58,28,80,246909124
91,75,99,90,76,99,246909125
66,39,90,69,41,93,246909126
44,24,73,42,25,73,246909127
75,49,92,77,54,93,246909128
43,22,73,45,26,77,246909129
68,44,92,68,47,93,246909130
65,39,88,67,40,89,246909131
89,71,98,88,72,98,246909132
87,68,97,88,71,99,246909134
73,48,94,72,48,96,246909135
35,17,67,36,19,68,246909136
47,23,77,43,20,78,246909137
68,42,92,67,42,93,246909138
85,64,96,84,65,96,246909139
38,10,65,33,3,52,246911001
77,29,97,83,20,96,246911009
37,15,70,39,18,67,246911041
37,16,71,39,16,76,246911102
32,17,70,33,19,70,246911103
73,24,89,68,13,80,246912001
59,30,87,60,34,88,246912042
46,28,76,45,31,78,246912101
71,24,86,67,7,80,246913001
81,29,92,79,10,88,246913002
82,30,92,78,9,87,246913003
74,23,88,73,7,83,246913004
86,38,94,86,20,92,246913005
58,14,79,53,4,70,246913006
,,,,,,246913010
67,8,83,45,0,64,246913011
,,,,,,246913012
,,,,,,246913014
75,42,93,74,48,92,246913041
55,28,82,50,27,79,246913042
58,27,83,55,30,81,246913043
71,40,90,67,42,88,246913044
81,51,95,80,53,95,246913045
